document_id,language,ground_truth,prediction,error_type
198,Kannada,user197@mail.com:EMAIL,user197@mail.com:CVV,WRONG_LABEL
198,Kannada,Name2:PERSON,,MISS
198,Kannada,IXBKR4805J:PAN,,MISS
198,Kannada,Address B:ADDRESS,,MISS
198,Kannada,708046:AMOUNT,,MISS
198,Kannada,,PAN IXBKR4805J:PAN,FALSE_POSITIVE
198,Kannada,,₹708046:AMOUNT,FALSE_POSITIVE
199,Tamil,user198@mail.com:EMAIL,user198@mail.com:CVV,WRONG_LABEL
199,Tamil,Name2:PERSON,,MISS
199,Tamil,0121 1149 9825:AADHAAR,,MISS
199,Tamil,Address A:ADDRESS,,MISS
199,Tamil,235148:AMOUNT,,MISS
199,Tamil,,9825:DATE,FALSE_POSITIVE
199,Tamil,,₹235148:AMOUNT,FALSE_POSITIVE
200,Telugu,user199@mail.com:EMAIL,user199@mail.com:CVV,WRONG_LABEL
200,Telugu,Name3:PERSON,,MISS
200,Telugu,Address C:ADDRESS,,MISS
200,Telugu,770852:AMOUNT,,MISS
200,Telugu,,₹770852:AMOUNT,FALSE_POSITIVE
